type, summary_id,period_no,event_id,mean,standard_deviation,exposure_value,occ_year,occ_month,occ_day
1,1,213,2170,0.97,0.00,12823488.00,213,7,13
2,1,213,2170,2.50,5.40,12823488.00,213,7,13
1,1,1742,4637,65.37,0.00,43284180.00,1742,8,20
1,1,2996,3900,1811.17,0.00,48347220.00,2996,2,10
2,1,2996,3900,3108.16,5595.68,48347220.00,2996,2,10
1,1,1100,1605,5713326.00,0.00,48347220.00,1100,4,9
2,1,1100,1605,3685344.75,2679708.25,48347220.00,1100,4,9
1,1,2696,4798,1.01,0.00,43284180.00,2696,1,2
1,1,334,3632,16.69,0.00,48347220.00,334,5,20
2,1,334,3632,4.51,9.85,48347220.00,334,5,20
1,1,3862,2388,2.97,0.00,43284180.00,3862,4,18
1,1,3275,5008,39496.24,0.00,43284180.00,3275,4,5
2,1,3275,5008,46800.00,114154.36,43284180.00,3275,4,5
1,1,1261,5183,3182.15,0.00,48347220.00,1261,5,10
2,1,1261,5183,1524.91,2998.42,48347220.00,1261,5,10
1,1,1181,5237,12299.87,0.00,48347220.00,1181,5,2
2,1,1181,5237,6.58,20.81,48347220.00,1181,5,2
1,1,3242,4145,239.96,0.00,48347220.00,3242,12,28
2,1,3242,4145,540.53,1134.48,48347220.00,3242,12,28
1,1,3372,3000,5004.54,0.00,48347220.00,3372,10,7
2,1,3372,3000,9927.32,11713.50,48347220.00,3372,10,7
1,1,835,5249,350257.03,0.00,48347220.00,835,12,27
2,1,835,5249,747756.94,616066.19,48347220.00,835,12,27
1,1,436,5258,804702.56,0.00,48347220.00,436,6,7
2,1,436,5258,446493.56,481890.25,48347220.00,436,6,7
1,1,1163,5054,5356.89,0.00,48347220.00,1163,8,20
2,1,1163,5054,4292.85,8566.25,48347220.00,1163,8,20
1,1,4170,2438,6519114.00,0.00,48347220.00,4170,2,20
2,1,4170,2438,5768764.00,5099597.50,48347220.00,4170,2,20
1,1,4233,1674,12.13,0.00,48347220.00,4233,10,26
2,1,4233,1674,12.55,12.20,48347220.00,4233,10,26
1,1,1909,4893,535.69,0.00,48347220.00,1909,9,18
2,1,1909,4893,176.39,236.42,48347220.00,1909,9,18
1,1,419,1163,2529.74,0.00,48347220.00,419,11,3
2,1,419,1163,2987.57,8787.14,48347220.00,419,11,3
1,1,1605,1677,16.96,0.00,48347220.00,1605,8,26
2,1,1605,1677,75.41,148.02,48347220.00,1605,8,26
1,1,2993,5212,123235.48,0.00,48347220.00,2993,12,23
2,1,2993,5212,120515.85,198772.64,48347220.00,2993,12,23
1,1,605,5053,987.33,0.00,48347220.00,605,10,4
2,1,605,5053,670.54,1503.71,48347220.00,605,10,4
1,1,2818,5443,1.00,0.00,48347220.00,2818,2,19
1,1,4429,4126,45191.18,0.00,48347220.00,4429,10,4
2,1,4429,4126,15668.54,26302.81,48347220.00,4429,10,4
1,1,4109,2491,28.53,0.00,48347220.00,4109,8,4
2,1,4109,2491,35.62,107.50,48347220.00,4109,8,4
1,1,3875,4256,255.07,0.00,48347220.00,3875,3,2
2,1,3875,4256,113.16,159.53,48347220.00,3875,3,2
1,1,195,4756,4.92,0.00,48347220.00,195,12,25
2,1,195,4756,2.65,8.37,48347220.00,195,12,25
1,1,606,2707,2734.19,0.00,48347220.00,606,9,2
2,1,606,2707,2917.20,9169.14,48347220.00,606,9,2
1,1,1406,5099,2142.18,0.00,48347220.00,1406,5,20
2,1,1406,5099,5.46,9.63,48347220.00,1406,5,20
1,1,471,4818,6.89,0.00,48347220.00,471,6,20
2,1,471,4818,5.27,11.12,48347220.00,471,6,20
1,1,1828,4671,1921.09,0.00,48347220.00,1828,8,20
2,1,1828,4671,4395.28,7021.92,48347220.00,1828,8,20
1,1,2604,5056,1596.23,0.00,48347220.00,2604,6,21
2,1,2604,5056,2499.04,4068.15,48347220.00,2604,6,21
1,1,626,2493,429517.06,0.00,48347220.00,626,2,25
2,1,626,2493,280358.16,321064.78,48347220.00,626,2,25
1,1,3542,4377,1.93,0.00,48347220.00,3542,8,2
1,1,2750,1358,16.31,0.00,48347220.00,2750,9,19
2,1,2750,1358,110.13,166.08,48347220.00,2750,9,19
1,1,4338,5028,9274.13,0.00,48347220.00,4338,12,19
2,1,4338,5028,3728.18,10989.80,48347220.00,4338,12,19
1,1,583,3361,56238.29,0.00,48347220.00,583,3,17
2,1,583,3361,49263.75,67299.64,48347220.00,583,3,17
1,1,3940,3912,1.00,0.00,48347220.00,3940,4,8
2,1,3940,3912,1.72,5.44,48347220.00,3940,4,8
1,1,1030,712,34.76,0.00,48347220.00,1030,7,3
2,1,1030,712,12.49,15.11,48347220.00,1030,7,3
1,1,1105,4398,1.93,0.00,48347220.00,1105,5,3
2,1,1105,4398,4.31,9.31,48347220.00,1105,5,3
1,1,2830,4254,72.36,0.00,48347220.00,2830,2,25
2,1,2830,4254,180.10,550.10,48347220.00,2830,2,25
1,1,3723,5267,121195.21,0.00,48347220.00,3723,11,26
2,1,3723,5267,111149.89,187140.83,48347220.00,3723,11,26
1,1,2282,5261,7838.99,0.00,48347220.00,2282,7,11
2,1,2282,5261,9872.81,30580.79,48347220.00,2282,7,11
1,1,354,5003,356.95,0.00,48347220.00,354,12,5
2,1,354,5003,202.87,605.90,48347220.00,354,12,5
1,1,3755,4412,23636.96,0.00,48347220.00,3755,9,8
2,1,3755,4412,32902.79,37843.29,48347220.00,3755,9,8
1,1,4426,1643,58202.42,0.00,48347220.00,4426,7,28
2,1,4426,1643,62771.54,79106.27,48347220.00,4426,7,28
1,1,3187,1656,55969.56,0.00,48347220.00,3187,4,28
2,1,3187,1656,68127.52,195727.47,48347220.00,3187,4,28
1,1,3363,2661,5856460.50,0.00,48347220.00,3363,12,4
2,1,3363,2661,4404437.50,3899106.50,48347220.00,3363,12,4
1,1,4488,3863,1.01,0.00,43284180.00,4488,12,12
2,1,4488,3863,2.80,8.87,43284180.00,4488,12,12
1,1,4969,2646,6055632.50,0.00,48347220.00,4969,3,9
2,1,4969,2646,5380655.50,2362261.00,48347220.00,4969,3,9
1,1,1949,3377,16895.54,0.00,48347220.00,1949,1,1
2,1,1949,3377,12475.81,26251.69,48347220.00,1949,1,1
1,1,3558,2658,487.89,0.00,48347220.00,3558,7,18
2,1,3558,2658,669.25,1249.38,48347220.00,3558,7,18
1,1,2626,1672,10693.78,0.00,48347220.00,2626,1,5
2,1,2626,1672,11415.85,30489.65,48347220.00,2626,1,5
1,1,723,4753,0.98,0.00,43284180.00,723,1,28
2,1,723,4753,2.52,7.97,43284180.00,723,1,28
1,1,1828,2410,12278422.00,0.00,48347220.00,1828,5,2
2,1,1828,2410,9137378.00,5913688.50,48347220.00,1828,5,2
1,1,1051,2902,224.21,0.00,48347220.00,1051,3,24
2,1,1051,2902,378.54,992.32,48347220.00,1051,3,24
1,1,1784,4991,67.36,0.00,43284180.00,1784,9,9
2,1,1784,4991,2.71,8.56,43284180.00,1784,9,9
1,1,2926,1839,3490.97,0.00,48347220.00,2926,4,7
2,1,2926,1839,3919.35,8373.11,48347220.00,2926,4,7
1,1,3300,1636,143991.47,0.00,48347220.00,3300,2,25
2,1,3300,1636,205464.06,255834.31,48347220.00,3300,2,25
1,1,3388,3015,232.59,0.00,48347220.00,3388,12,28
2,1,3388,3015,84.67,145.38,48347220.00,3388,12,28
1,1,3103,2731,67.35,0.00,43284180.00,3103,5,11
2,1,3103,2731,1.94,6.12,43284180.00,3103,5,11
1,1,1973,2420,1.00,0.00,12823488.00,1973,10,17
1,1,3636,773,2.96,0.00,48347220.00,3636,1,27
2,1,3636,773,1.58,5.00,48347220.00,3636,1,27
1,1,2263,5317,13.23,0.00,43284180.00,2263,7,16
1,1,756,3291,26.26,0.00,43284180.00,756,2,14
2,1,756,3291,2.83,8.93,43284180.00,756,2,14
1,1,4390,4854,0.98,0.00,43284180.00,4390,5,22
1,1,2431,5418,18917.01,0.00,48347220.00,2431,7,1
2,1,2431,5418,747.88,2011.12,48347220.00,2431,7,1
1,1,1689,4025,1.01,0.00,43284180.00,1689,11,19
1,1,1882,5200,40.86,0.00,43284180.00,1882,10,13
2,1,1882,5200,2.57,8.13,43284180.00,1882,10,13
1,1,529,5018,3.93,0.00,48347220.00,529,1,31
2,1,529,5018,8.18,9.64,48347220.00,529,1,31
1,1,2235,2502,10640.91,0.00,48347220.00,2235,9,5
2,1,2235,2502,23680.17,39529.97,48347220.00,2235,9,5
1,1,2762,5164,1003.18,0.00,48347220.00,2762,7,15
2,1,2762,5164,1136.50,2059.82,48347220.00,2762,7,15
1,1,2395,4032,0.98,0.00,43284180.00,2395,1,10
1,1,46,2312,1363285.62,0.00,48347220.00,46,10,22
2,1,46,2312,916040.19,803282.62,48347220.00,46,10,22
1,1,4294,4287,0.98,0.00,43284180.00,4294,6,25
1,1,3719,2683,2930804.00,0.00,48347220.00,3719,6,21
2,1,3719,2683,2696389.00,2407673.25,48347220.00,3719,6,21
1,1,2654,2344,25707.08,0.00,48347220.00,2654,8,25
2,1,2654,2344,33363.21,62430.42,48347220.00,2654,8,25
1,1,100,2748,1.04,0.00,43284180.00,100,8,23
2,1,100,2748,2.58,8.15,43284180.00,100,8,23
1,1,3519,2742,278.98,0.00,48347220.00,3519,3,20
2,1,3519,2742,462.50,966.43,48347220.00,3519,3,20
1,1,4949,927,1.96,0.00,43284180.00,4949,5,24
1,1,640,4974,2622.74,0.00,48347220.00,640,3,20
2,1,640,4974,4642.97,7836.19,48347220.00,640,3,20
1,1,2589,5095,209.46,0.00,48347220.00,2589,4,12
2,1,2589,5095,38.58,55.78,48347220.00,2589,4,12
1,1,4919,1872,241.77,0.00,48347220.00,4919,1,8
2,1,4919,1872,374.05,1169.42,48347220.00,4919,1,8
1,1,1650,5218,611146.12,0.00,48347220.00,1650,10,7
2,1,1650,5218,589028.12,610230.81,48347220.00,1650,10,7
1,1,4893,5393,2.01,0.00,48347220.00,4893,9,6
2,1,4893,5393,5.84,13.64,48347220.00,4893,9,6
1,1,1588,1803,2.99,0.00,48347220.00,1588,9,25
2,1,1588,1803,1.07,3.38,48347220.00,1588,9,25
1,1,2528,1661,67905.23,0.00,48347220.00,2528,9,15
2,1,2528,1661,52926.14,87730.17,48347220.00,2528,9,15
1,1,3162,2129,1.00,0.00,48347220.00,3162,3,6
2,1,3162,2129,1.08,3.43,48347220.00,3162,3,6
1,1,4415,5069,62989.71,0.00,48347220.00,4415,2,3
2,1,4415,5069,37982.32,37568.02,48347220.00,4415,2,3
1,1,4944,2750,4.05,0.00,48347220.00,4944,8,14
1,1,1599,5221,3604083.75,0.00,48347220.00,1599,11,10
2,1,1599,5221,3058261.50,2570487.75,48347220.00,1599,11,10
1,1,3040,4509,12.47,0.00,43284180.00,3040,3,2
1,1,4320,4048,23390.67,0.00,48347220.00,4320,6,5
2,1,4320,4048,3269.70,10035.93,48347220.00,4320,6,5
1,1,471,5107,30294.20,0.00,48347220.00,471,5,14
2,1,471,5107,42331.94,70890.73,48347220.00,471,5,14
1,1,2483,2461,289881.94,0.00,48347220.00,2483,10,1
2,1,2483,2461,110728.30,188503.39,48347220.00,2483,10,1
1,1,4992,4964,57045.57,0.00,48347220.00,4992,10,15
2,1,4992,4964,22092.78,28873.12,48347220.00,4992,10,15
1,1,1532,3125,1661.71,0.00,48347220.00,1532,12,28
2,1,1532,3125,285.53,575.18,48347220.00,1532,12,28
1,1,3422,4140,114.66,0.00,48347220.00,3422,10,13
2,1,3422,4140,73.61,144.16,48347220.00,3422,10,13
1,1,4613,5000,1.03,0.00,48347220.00,4613,11,12
2,1,4613,5000,1.63,5.15,48347220.00,4613,11,12
1,1,4238,1602,168515.56,0.00,48347220.00,4238,5,27
2,1,4238,1602,247491.00,287298.25,48347220.00,4238,5,27
1,1,2598,4358,0.98,0.00,43284180.00,2598,7,11
1,1,3565,2130,12.84,0.00,43284180.00,3565,11,3
1,1,1215,4169,227.15,0.00,48347220.00,1215,6,9
2,1,1215,4169,4.26,5.51,48347220.00,1215,6,9
1,1,793,2481,4292782.50,0.00,48347220.00,793,6,28
2,1,793,2481,6907475.00,8618344.00,48347220.00,793,6,28
1,1,3148,1870,4521.71,0.00,48347220.00,3148,11,23
2,1,3148,1870,4745.28,10141.92,48347220.00,3148,11,23
1,1,3490,4848,0.95,0.00,43284180.00,3490,7,10
2,1,3490,4848,5.40,11.39,43284180.00,3490,7,10
1,1,2232,2298,14.27,0.00,43284180.00,2232,9,17
2,1,2232,2298,34.33,108.55,43284180.00,2232,9,17
1,1,3115,4999,10054.36,0.00,48347220.00,3115,5,18
2,1,3115,4999,19378.57,25478.93,48347220.00,3115,5,18
1,1,2045,2733,7404.15,0.00,48347220.00,2045,4,7
2,1,2045,2733,7281.31,11575.70,48347220.00,2045,4,7
1,1,744,5277,497.83,0.00,43284180.00,744,10,15
2,1,744,5277,232.50,514.50,43284180.00,744,10,15
1,1,567,4003,515.38,0.00,48347220.00,567,4,30
1,1,270,4786,1.96,0.00,48347220.00,270,8,31
2,1,270,4786,3.71,8.79,48347220.00,270,8,31
1,1,1045,2368,241.00,0.00,48347220.00,1045,12,20
2,1,1045,2368,580.63,1148.97,48347220.00,1045,12,20
1,1,3671,4987,4186.80,0.00,48347220.00,3671,5,12
2,1,3671,4987,7429.12,7559.45,48347220.00,3671,5,12
1,1,2804,2393,32.51,0.00,48347220.00,2804,9,30
2,1,2804,2393,83.69,145.18,48347220.00,2804,9,30
1,1,3047,2711,2194.27,0.00,48347220.00,3047,9,11
2,1,3047,2711,5691.64,11980.90,48347220.00,3047,9,11
1,1,444,3854,14.27,0.00,43284180.00,444,2,17
2,1,444,3854,5.30,11.18,43284180.00,444,2,17
1,1,1075,1359,1.00,0.00,48347220.00,1075,2,20
2,1,1075,1359,1.05,3.33,48347220.00,1075,2,20
1,1,2321,3384,10587.32,0.00,48347220.00,2321,3,7
2,1,2321,3384,14276.30,21762.92,48347220.00,2321,3,7
1,1,770,4258,42952.79,0.00,48347220.00,770,5,23
2,1,770,4258,48195.01,124584.89,48347220.00,770,5,23
1,1,3119,5313,1.03,0.00,48347220.00,3119,12,2
1,1,4001,4896,14.78,0.00,43284180.00,4001,10,17
2,1,4001,4896,72.79,153.48,43284180.00,4001,10,17
1,1,3186,1842,541.72,0.00,48347220.00,3186,2,6
2,1,3186,1842,326.34,1007.72,48347220.00,3186,2,6
1,1,1202,5416,1.00,0.00,48347220.00,1202,3,28
1,1,341,2767,1.96,0.00,43284180.00,341,5,2
1,1,2369,5351,56506.81,0.00,48347220.00,2369,7,22
2,1,2369,5351,4942.86,11749.56,48347220.00,2369,7,22
1,1,700,5166,6922.45,0.00,48347220.00,700,4,25
2,1,700,5166,5322.08,9293.77,48347220.00,700,4,25
1,1,3839,4135,3.92,0.00,43284180.00,3839,2,25
1,1,3553,4168,1.01,0.00,43284180.00,3553,1,31
2,1,3553,4168,2.58,8.17,43284180.00,3553,1,31
1,1,1973,4410,1.00,0.00,48347220.00,1973,2,22
2,1,1973,4410,1.01,3.18,48347220.00,1973,2,22
1,1,2248,5339,81.20,0.00,43284180.00,2248,7,19
2,1,2248,5339,1.97,6.23,43284180.00,2248,7,19
1,1,2647,1629,103602.48,0.00,48347220.00,2647,4,28
2,1,2647,1629,140387.22,285052.81,48347220.00,2647,4,28
1,1,633,5334,1157.69,0.00,48347220.00,633,11,16
2,1,633,5334,657.71,1181.18,48347220.00,633,11,16
1,1,4959,2435,15177532.00,0.00,48347220.00,4959,1,7
2,1,4959,2435,10108134.00,5859737.00,48347220.00,4959,1,7
1,1,4726,1461,33.64,0.00,48347220.00,4726,4,25
2,1,4726,1461,42.03,109.36,48347220.00,4726,4,25
1,1,2953,4407,0.97,0.00,48347220.00,2953,9,26
1,1,1702,1675,71575.66,0.00,48347220.00,1702,7,9
2,1,1702,1675,68213.30,84732.48,48347220.00,1702,7,9
1,1,1158,5179,7512.15,0.00,48347220.00,1158,6,17
2,1,1158,5179,4635.27,9651.74,48347220.00,1158,6,17
1,1,3100,4970,249.89,0.00,48347220.00,3100,3,31
2,1,3100,4970,6.10,10.35,48347220.00,3100,3,31
1,1,4458,3120,143280.69,0.00,48347220.00,4458,11,25
2,1,4458,3120,173261.28,325777.22,48347220.00,4458,11,25
1,1,1427,3551,2.94,0.00,43284180.00,1427,1,12
2,1,1427,3551,2.63,8.33,43284180.00,1427,1,12
1,1,2127,1783,179336.17,0.00,48347220.00,2127,1,28
2,1,2127,1783,163169.36,364746.62,48347220.00,2127,1,28
1,1,3532,3191,232.00,0.00,12823488.00,3532,7,13
2,1,3532,3191,221.29,698.78,12823488.00,3532,7,13
1,1,2158,2745,12.18,0.00,48347220.00,2158,5,31
2,1,2158,2745,8.39,11.57,48347220.00,2158,5,31
1,1,726,1666,713.05,0.00,48347220.00,726,10,24
2,1,726,1666,1357.97,1959.36,48347220.00,726,10,24
1,1,2809,4034,222.66,0.00,48347220.00,2809,4,13
2,1,2809,4034,73.51,202.87,48347220.00,2809,4,13
1,1,4319,4918,84.55,0.00,48347220.00,4319,3,23
2,1,4319,4918,364.69,761.89,48347220.00,4319,3,23
1,1,1583,1833,125.40,0.00,48347220.00,1583,3,31
2,1,1583,1833,543.26,788.49,48347220.00,1583,3,31
1,1,4779,3007,1.00,0.00,48347220.00,4779,3,5
2,1,4779,3007,1.55,4.89,48347220.00,4779,3,5
1,1,3375,4978,2.94,0.00,48347220.00,3375,3,15
2,1,3375,4978,1.07,3.39,48347220.00,3375,3,15
1,1,3957,4066,2.04,0.00,48347220.00,3957,3,24
2,1,3957,4066,4.31,7.05,48347220.00,3957,3,24
1,1,1390,2957,1.01,0.00,43284180.00,1390,6,24
1,1,4761,4859,63.44,0.00,43284180.00,4761,2,23
2,1,4761,4859,177.33,549.91,43284180.00,4761,2,23
1,1,2658,4401,789.75,0.00,48347220.00,2658,10,26
2,1,2658,4401,262.67,564.75,48347220.00,2658,10,26
1,1,4790,4348,0.98,0.00,43284180.00,4790,3,29
2,1,4790,4348,5.43,11.45,43284180.00,4790,3,29
1,1,4815,5017,7.05,0.00,48347220.00,4815,5,5
2,1,4815,5017,1.11,3.52,48347220.00,4815,5,5
1,1,4310,4146,1.96,0.00,48347220.00,4310,1,26
2,1,4310,4146,4.09,8.98,48347220.00,4310,1,26
1,1,205,5101,465.30,0.00,48347220.00,205,10,11
2,1,205,5101,445.26,1102.27,48347220.00,205,10,11
1,1,1680,4295,309.26,0.00,48347220.00,1680,2,16
2,1,1680,4295,5.40,11.39,48347220.00,1680,2,16
1,1,771,1375,0.98,0.00,43284180.00,771,9,9
1,1,1697,3282,1.00,0.00,48347220.00,1697,12,5
2,1,1697,3282,1.14,3.61,48347220.00,1697,12,5
1,1,3165,5371,26021.72,0.00,48347220.00,3165,6,3
2,1,3165,5371,39757.68,43274.78,48347220.00,3165,6,3
1,1,2787,3017,0.97,0.00,48347220.00,2787,8,30
1,1,3273,4929,122.48,0.00,48347220.00,3273,11,4
2,1,3273,4929,2.50,7.91,48347220.00,3273,11,4
1,1,3227,2732,3346.65,0.00,48347220.00,3227,1,14
2,1,3227,2732,7667.28,16909.97,48347220.00,3227,1,14
1,1,203,1864,6.10,0.00,48347220.00,203,1,1
2,1,203,1864,5.95,7.84,48347220.00,203,1,1
1,1,4467,4409,3073.35,0.00,43284180.00,4467,3,28
2,1,4467,4409,5910.66,10043.59,43284180.00,4467,3,28
1,1,3285,4719,1.00,0.00,48347220.00,3285,9,4
1,1,472,2752,1.00,0.00,48347220.00,472,9,7
2,1,472,2752,1.51,4.78,48347220.00,472,9,7
1,1,4337,3138,74.62,0.00,48347220.00,4337,9,18
2,1,4337,3138,83.38,142.15,48347220.00,4337,9,18
1,1,4966,2403,2712163.50,0.00,48347220.00,4966,4,21
2,1,4966,2403,2497947.50,1856673.38,48347220.00,4966,4,21
1,1,4852,1815,721.54,0.00,48347220.00,4852,8,12
2,1,4852,1815,175.11,268.96,48347220.00,4852,8,12
1,1,973,5437,221.20,0.00,48347220.00,973,5,23
2,1,973,5437,557.21,1629.18,48347220.00,973,5,23
1,1,3432,5156,954.66,0.00,48347220.00,3432,3,11
2,1,3432,5156,915.26,2183.63,48347220.00,3432,3,11
1,1,914,5137,33.21,0.00,48347220.00,914,1,25
1,1,1990,3121,156097.97,0.00,48347220.00,1990,4,16
2,1,1990,3121,100478.87,112649.73,48347220.00,1990,4,16
1,1,130,4960,18425.50,0.00,48347220.00,130,1,4
2,1,130,4960,28870.51,58304.16,48347220.00,130,1,4
1,1,4438,3813,20.25,0.00,43284180.00,4438,11,25
2,1,4438,3813,36.49,105.87,43284180.00,4438,11,25
1,1,2729,4440,0.98,0.00,43284180.00,2729,1,26
2,1,2729,4440,2.63,8.32,43284180.00,2729,1,26
1,1,4084,3132,1472.69,0.00,48347220.00,4084,2,8
2,1,4084,3132,764.04,1614.04,48347220.00,4084,2,8
1,1,1617,5403,1.00,0.00,48347220.00,1617,6,30
2,1,1617,5403,1.08,3.42,48347220.00,1617,6,30
1,1,3815,2484,37982.74,0.00,48347220.00,3815,2,19
2,1,3815,2484,19313.73,39578.74,48347220.00,3815,2,19
1,1,274,4689,446.77,0.00,48347220.00,274,7,9
2,1,274,4689,876.97,1531.96,48347220.00,274,7,9
1,1,3681,4748,12.84,0.00,43284180.00,3681,10,29
1,1,2308,3651,4.07,0.00,48347220.00,2308,4,8
1,1,142,3376,3894.21,0.00,48347220.00,142,9,21
2,1,142,3376,2657.97,3242.49,48347220.00,142,9,21
1,1,2757,3141,308.70,0.00,48347220.00,2757,12,16
2,1,2757,3141,3.13,8.18,48347220.00,2757,12,16
1,1,27,3839,1.06,0.00,48347220.00,27,9,29
1,1,428,4890,510.64,0.00,43284180.00,428,8,4
2,1,428,4890,1293.54,3158.34,43284180.00,428,8,4
1,1,4861,1668,1642.21,0.00,48347220.00,4861,1,8
2,1,4861,1668,1723.82,3023.96,48347220.00,4861,1,8
1,1,2542,3433,3.89,0.00,48347220.00,2542,8,16
2,1,2542,3433,7.26,12.03,48347220.00,2542,8,16
1,1,2934,4051,1.01,0.00,43284180.00,2934,7,6
1,1,4362,3362,7178.98,0.00,48347220.00,4362,3,24
2,1,4362,3362,7043.64,9470.56,48347220.00,4362,3,24
1,1,3600,4900,2.01,0.00,48347220.00,3600,12,14
2,1,3600,4900,5.89,7.77,48347220.00,3600,12,14
1,1,704,4838,1.90,0.00,43284180.00,704,3,19
2,1,704,4838,2.72,8.60,43284180.00,704,3,19
1,1,3644,3897,4892.56,0.00,48347220.00,3644,11,19
2,1,3644,3897,4019.28,4236.71,48347220.00,3644,11,19
1,1,3769,5150,76713.59,0.00,48347220.00,3769,3,12
2,1,3769,5150,10428.57,17608.67,48347220.00,3769,3,12
1,1,2330,4981,2.95,0.00,48347220.00,2330,9,28
2,1,2330,4981,2.73,5.83,48347220.00,2330,9,28
1,1,2830,1466,1.00,0.00,12823488.00,2830,10,3
1,1,2677,4638,0.97,0.00,48347220.00,2677,9,22
1,1,2976,2685,1615187.88,0.00,48347220.00,2976,4,11
2,1,2976,2685,3216089.50,3293345.00,48347220.00,2976,4,11
1,1,3134,4633,0.98,0.00,43284180.00,3134,1,23
1,1,978,4243,2159.19,0.00,48347220.00,978,6,17
2,1,978,4243,1948.68,3360.66,48347220.00,978,6,17
1,1,1152,4259,3213.20,0.00,48347220.00,1152,1,28
2,1,1152,4259,3508.58,5825.71,48347220.00,1152,1,28
1,1,2876,5155,499048.16,0.00,48347220.00,2876,1,29
2,1,2876,5155,485001.34,445092.38,48347220.00,2876,1,29
1,1,120,1877,22813.55,0.00,48347220.00,120,6,7
2,1,120,1877,20456.43,33428.05,48347220.00,120,6,7
1,1,3930,4267,6552.82,0.00,48347220.00,3930,10,17
2,1,3930,4267,463.29,666.39,48347220.00,3930,10,17
1,1,1423,3134,161.79,0.00,48347220.00,1423,6,17
2,1,1423,3134,344.04,699.23,48347220.00,1423,6,17
1,1,4125,2163,5.00,0.00,48347220.00,4125,12,2
2,1,4125,2163,10.66,15.05,48347220.00,4125,12,2
1,1,2399,4655,29.85,0.00,48347220.00,2399,1,12
2,1,2399,4655,4.13,9.07,48347220.00,2399,1,12
1,1,2323,5251,1.03,0.00,12823488.00,2323,2,2
1,1,1228,894,0.98,0.00,43284180.00,1228,7,15
2,1,1228,894,2.66,8.40,43284180.00,1228,7,15
1,1,2377,4986,13004.43,0.00,48347220.00,2377,1,24
2,1,2377,4986,15468.62,16021.60,48347220.00,2377,1,24
1,1,3694,4313,14.88,0.00,48347220.00,3694,12,19
2,1,3694,4313,38.15,115.22,48347220.00,3694,12,19
1,1,451,4850,1.01,0.00,43284180.00,451,1,7
2,1,451,4850,5.37,11.32,43284180.00,451,1,7
1,1,3829,1875,235.04,0.00,48347220.00,3829,6,28
2,1,3829,1875,64.71,194.63,48347220.00,3829,6,28
1,1,2572,5240,1672523.62,0.00,48347220.00,2572,5,17
2,1,2572,5240,922393.88,1161943.62,48347220.00,2572,5,17
1,1,943,4904,0.98,0.00,43284180.00,943,10,31
2,1,943,4904,2.82,8.92,43284180.00,943,10,31
1,1,1142,4936,355.51,0.00,48347220.00,1142,3,16
2,1,1142,4936,371.35,737.44,48347220.00,1142,3,16
1,1,283,4917,496.85,0.00,48347220.00,283,8,9
2,1,283,4917,564.97,1598.46,48347220.00,283,8,9
1,1,1692,4969,5.03,0.00,48347220.00,1692,1,4
2,1,1692,4969,4.83,8.90,48347220.00,1692,1,4
1,1,2801,3412,0.98,0.00,43284180.00,2801,5,12
1,1,4167,2299,241910.09,0.00,48347220.00,4167,9,3
2,1,4167,2299,64134.05,91734.56,48347220.00,4167,9,3
1,1,1346,2339,229.23,0.00,48347220.00,1346,10,28
2,1,1346,2339,556.46,1197.68,48347220.00,1346,10,28
1,1,1969,2404,2941811.50,0.00,48347220.00,1969,12,27
2,1,1969,2404,3372640.50,3873107.25,48347220.00,1969,12,27
1,1,1001,5171,3010.44,0.00,48347220.00,1001,8,4
2,1,1001,5171,3269.56,8685.63,48347220.00,1001,8,4
1,1,3914,3904,1592.94,0.00,48347220.00,3914,2,14
2,1,3914,3904,993.24,2084.38,48347220.00,3914,2,14
1,1,3032,5243,0.98,0.00,43284180.00,3032,1,13
2,1,3032,5243,2.82,8.91,43284180.00,3032,1,13
1,1,2736,4001,1.00,0.00,48347220.00,2736,5,21
2,1,2736,4001,3.97,9.17,48347220.00,2736,5,21
1,1,3701,2407,5362110.00,0.00,48347220.00,3701,8,26
2,1,3701,2407,4216454.00,4839478.00,48347220.00,3701,8,26
1,1,3770,4391,1.00,0.00,48347220.00,3770,10,18
1,1,2116,3633,6.95,0.00,48347220.00,2116,3,16
2,1,2116,3633,9.31,12.33,48347220.00,2116,3,16
1,1,1225,5452,26.07,0.00,43284180.00,1225,9,25
2,1,1225,5452,34.04,107.63,43284180.00,1225,9,25
1,1,1432,5408,1.00,0.00,48347220.00,1432,11,21
1,1,4587,3699,1.01,0.00,43284180.00,4587,11,25
1,1,4373,2316,14936542.00,0.00,48347220.00,4373,3,15
2,1,4373,2316,14145045.00,7872632.00,48347220.00,4373,3,15
1,1,2288,2400,3951048.25,0.00,48347220.00,2288,5,29
2,1,2288,2400,2204916.75,1424449.25,48347220.00,2288,5,29
1,1,2885,1678,2.02,0.00,43284180.00,2885,3,10
1,1,4912,5253,1378.24,0.00,48347220.00,4912,6,19
2,1,4912,5253,949.55,1895.87,48347220.00,4912,6,19
1,1,1960,4131,617.56,0.00,48347220.00,1960,3,7
2,1,1960,4131,1219.40,1335.34,48347220.00,1960,3,7
1,1,2865,2411,539.86,0.00,48347220.00,2865,12,6
2,1,2865,2411,324.28,769.66,48347220.00,2865,12,6
1,1,1113,5220,11619.58,0.00,48347220.00,1113,9,8
2,1,1113,5220,10966.17,11304.10,48347220.00,1113,9,8
